Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
35674293,"The Complete Software Developer's Career Guide: How to Learn Programming Languages Quickly, Ace Your Programming Interview, and Land Your Software Developer Dream Job",John Z. Sonmez,"Sonmez, John Z.",,"=""""","=""""",4,4.06,Simple Programmer,Kindle Edition,796,2017,2017,2017/11/05,2020/03/08,business,business (#7),read,,,,1,0
76334,A New Earth: Awakening to Your Life's Purpose,Eckhart Tolle,"Tolle, Eckhart",,"=""0452287588""","=""9780452287587""",4,4.13,Plume,Paperback,316,2006,2005,2018/02/01,2020/03/08,spiritual,spiritual (#4),read,,,,1,0
7153903,F.U. Money: Make As Much Money As You Want And Live Your Life As You Damn Well Please!,Dan Lok,"Lok, Dan",,"=""1599321475""","=""9781599321479""",3,3.92,Advantage Media Group,Hardcover,220,2009,2009,2019/09/01,2020/03/08,business,business (#5),read,,,,1,0
17910144,Talk Like TED: The 9 Public-Speaking Secrets of the World's Top Minds,Carmine Gallo,"Gallo, Carmine",,"=""1250041120""","=""9781250041128""",3,3.88,NXB Phụ Nữ ,Hardcover,363,2017,2014,2015/08/04,2020/03/08,non-fiction,non-fiction (#16),read,,,,1,0
35957157,Thinking in Bets: Making Smarter Decisions When You Don't Have All the Facts,Annie Duke,"Duke, Annie",,"=""0735216355""","=""9780735216358""",4,3.83,Portfolio Penguin,Hardcover,288,2018,2018,2019/11/03,2019/12/30,non-fiction,non-fiction (#15),read,,,,1,0
18050143,"Zero to One: Notes on Startups, or How to Build the Future",Peter Thiel,"Thiel, Peter",Blake  Masters,"=""0804139296""","=""9780804139298""",4,4.18,Crown Business,Hardcover,195,2014,2014,2018/05/07,2019/07/28,business,business (#1),read,,,,1,0
18197267,"Don't Make Me Think, Revisited: A Common Sense Approach to Web Usability",Steve Krug,"Krug, Steve",,"=""0321965515""","=""9780321965516""",5,4.24,New Riders Publishing,Paperback,200,2013,2000,,2020/03/11,non-fiction,non-fiction (#13),read,,,,1,0
6658783,Rocket Surgery Made Easy: The Do-It-Yourself Guide to Finding and Fixing Usability Problems,Steve Krug,"Krug, Steve",,"=""0321657292""","=""9780321657299""",5,4.13,New Riders Publishing,Paperback,161,2009,2009,,2020/03/11,non-fiction,non-fiction (#12),read,,,,1,0
2998152,JavaScript: The Good Parts,Douglas Crockford,"Crockford, Douglas",,"=""0596517742""","=""9780596517748""",5,4.23,Yahoo Press,Paperback,153,2008,2008,,2020/03/11,programming,programming (#11),read,,,,1,0
148050,JavaScript: The Definitive Guide,David Flanagan,"Flanagan, David",,"=""0596101996""","=""9780596101992""",4,4.08,O'Reilly Media,Paperback,1032,2006,1996,,2020/03/11,programming,programming (#10),read,,,,1,0
12442420,JavaScript Enlightenment,Cody Lindley,"Lindley, Cody",عبد اللطيف محمد أديب ايمش,"=""""","=""""",3,3.56,,,,,2012,,2020/03/11,programming,programming (#9),read,,,,1,0
38093768,The Man on the Mountaintop,Susan Trott,"Trott, Susan",,"=""""","=""""",3,3.78,Audible,Audible Audio,,2017,,2019/03/07,2020/03/08,fiction,fiction (#6),read,,,,1,0
25817524,Alibaba: The House That Jack Ma Built,Duncan Clark,"Clark, Duncan",,"=""0062413406""","=""9780062413406""",5,3.87,Ecco,Hardcover,304,2016,2016,2018/05/10,2020/03/08,"favorites, autobiography","favorites (#4), autobiography (#6)",read,,,,1,0
18144590,The Alchemist,Paulo Coelho,"Coelho, Paulo","Alan R. Clarke, James Noel Smith","=""0062315005""","=""9780062315007""",4,3.90,HarperOne,Paperback,175,2014,1988,2017/08/23,2020/03/08,"favorites, fiction","favorites (#5), fiction (#5)",read,,,,1,0
514964,Confessions of an Economic Hitman,John Perkins,"Perkins, John",,"=""""","=""""",5,3.86,Plume,Paperback,303,2005,2004,,2020/11/17,autobiography,autobiography (#5),read,,,,1,0
39866497,Eloquent JavaScript: A Modern Introduction to Programming,Marijn Haverbeke,"Haverbeke, Marijn",,"=""""","=""""",3,4.14,No Starch Press,Kindle Edition,474,2018,2010,2020/11/17,2019/10/17,programming,programming (#8),read,,,,2,0
42615459,Have a Nice Day,Billy Crystal,"Crystal, Billy",,"=""""","=""""",4,4.19,,Audible Audio,,2018,2018,2020/01/03,2020/03/08,fiction,fiction (#4),read,,,,1,0
34974310,The Last Black Unicorn,Tiffany Haddish,"Haddish, Tiffany",,"=""1501181823""","=""9781501181825""",4,3.84,Gallery Books,Hardcover,288,2017,2017,2019/03/06,2020/03/08,autobiography,autobiography (#2),read,,,,1,0
44525766,Loserthink: How Untrained Brains Are Ruining America,Scott Adams,"Adams, Scott",,"=""0593083520""","=""9780593083529""",4,3.81,Portfolio,Hardcover,256,2019,2019,,2020/03/08,non-fiction,non-fiction (#10),read,,,,1,0
28259132,Chaos Monkeys: Obscene Fortune and Random Failure in Silicon Valley,Antonio García Martínez,"Martínez, Antonio García",,"=""0062458191""","=""9780062458193""",5,3.71,Harper,Hardcover,528,2016,2016,,2020/02/20,"favorites, non-fiction","favorites (#7), non-fiction (#8)",read,,,,1,0
6708,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,"Tolle, Eckhart",,"=""1577314808""","=""9781577314806""",4,4.15,New World Library,Paperback,229,2004,1997,2018/02/04,2020/03/08,spiritual,spiritual (#2),read,,,,1,0
16121,"Titan: The Life of John D. Rockefeller, Sr.",Ron Chernow,"Chernow, Ron",,"=""1400077303""","=""9781400077304""",0,4.16,Vintage,Paperback,832,2004,1998,,2021/08/28,to-read,to-read (#46),to-read,,,,0,0
2054761,The Snowball: Warren Buffett and the Business of Life,Alice Schroeder,"Schroeder, Alice",,"=""0553805096""","=""9780553805093""",0,4.13,Bantam Books,Hardcover,960,2008,2008,,2021/08/28,to-read,to-read (#45),to-read,,,,0,0
866222,Winning,Jack Welch,"Welch, Jack",Suzy Welch,"=""0060753943""","=""9780060753948""",0,3.85,Harper Business,Hardcover,384,2005,2005,,2021/08/28,to-read,to-read (#44),to-read,,,,0,0
54505323,Invent and Wander: The Collected Writings of Jeff Bezos,Jeff Bezos,"Bezos, Jeff",Walter Isaacson,"=""1647820715""","=""9781647820718""",0,3.88,,Hardcover,288,2020,2020,,2021/08/25,to-read,to-read (#43),to-read,,,,0,0
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,"=""""","=""""",0,4.38,Avery,Kindle Edition,319,2018,2018,,2021/08/25,to-read,to-read (#42),to-read,,,,0,0
113934,The Goal: A Process of Ongoing Improvement,Eliyahu M. Goldratt,"Goldratt, Eliyahu M.",Jeff Cox,"=""0884271781""","=""9780884271789""",0,4.08,North River Press,Paperback,384,2004,1984,,2021/08/25,currently-reading,currently-reading (#4),currently-reading,,,,1,0
9418327,Bossypants,Tina Fey,"Fey, Tina",,"=""""","=""""",0,3.96,Reagan Arthur Books,Kindle Edition,283,2011,2011,,2021/08/25,to-read,to-read (#41),to-read,,,,0,0
55359022,A Promised Land,Barack Obama,"Obama, Barack",,"=""1524763160""","=""9781524763169""",0,4.35,Crown Publishing Group,Hardcover,751,2020,2020,,2020/11/22,currently-reading,currently-reading (#1),currently-reading,,,,1,0
9402297,The Bed of Procrustes: Philosophical and Practical Aphorisms,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""1400069971""","=""9781400069972""",0,3.78,Random House,Hardcover,128,2010,2010,,2021/08/25,to-read,to-read (#40),to-read,,,,0,0
38315,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""0812975219""","=""9780812975215""",0,4.08,Random House Trade Paperbacks,Paperback,368,2005,2001,,2021/08/25,to-read,to-read (#39),to-read,,,,0,0
13530973,Antifragile: Things That Gain from Disorder,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""1400067820""","=""9781400067824""",0,4.10,Random House,Hardcover,426,2012,2012,,2021/08/25,to-read,to-read (#38),to-read,,,,0,0
36064445,Skin in the Game: The Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""0241300657""","=""9780241300657""",0,3.89,Allen Lane,Paperback,272,2018,2018,,2021/08/25,to-read,to-read (#37),to-read,,,,0,0
242472,The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas","Микола Климчук, David Chandler","=""""","=""""",0,3.95,Random House ,Hardcover,366,2007,2007,,2021/08/25,to-read,to-read (#36),to-read,,,,0,0
43710233,Scaling Leadership: Building Organizational Capability and Capacity to Create Outcomes that Matter Most,Bob   Anderson,"Anderson, Bob","William A.  Adams, Ed Catmull","=""""","=""""",0,4.17,Wiley,Kindle Edition,288,2019,2019,,2021/08/25,to-read,to-read (#35),to-read,,,,0,0
54110137,"Sapiens: A Graphic History, Volume 1 - The Birth of Humankind",David Vandermeulen,"Vandermeulen, David","Daniel Casanave, Yuval Noah Harari","=""0063055082""","=""9780063055087""",0,4.39,Harper,Hardcover,248,2020,2020,,2021/08/25,to-read,to-read (#34),to-read,,,,0,0
38820046,21 Lessons for the 21st Century,Yuval Noah Harari,"Harari, Yuval Noah",,"=""0525512179""","=""9780525512172""",0,4.18,Random House,Hardcover,372,2018,2018,,2021/08/25,to-read,to-read (#33),to-read,,,,0,0
31138556,Homo Deus: A History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,4.22,Harper,Kindle Edition,450,2017,2015,,2021/08/25,to-read,to-read (#32),to-read,,,,0,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""""","=""""",0,3.93,Scribner,Paperback,180,1925,1925,,2021/08/25,to-read,to-read (#31),to-read,,,,0,0
33585396,Side Hustle: From Idea to Income in 27 Days,Chris Guillebeau,"Guillebeau, Chris",,"=""1524758841""","=""9781524758844""",0,3.70,Currency,Hardcover,272,2017,2017,,2021/08/25,to-read,to-read (#30),to-read,,,,0,0
8978488,"The Art of Non-Conformity: Set Your Own Rules, Live the Life You Want, and Change the World",Chris Guillebeau,"Guillebeau, Chris",,"=""1101443081""","=""9781101443088""",0,3.81,Perigee Books,ebook,170,2010,2014,,2021/08/25,to-read,to-read (#29),to-read,,,,0,0
44436221,Interior Chinatown,Charles Yu,"Yu, Charles",,"=""""","=""""",0,3.99,Pantheon Books,Hardcover,288,2020,2020,,2021/08/25,to-read,to-read (#28),to-read,,,,0,0
11722275,The Toyota Way to Lean Leadership: Achieving and Sustaining Excellence Through Leadership Development,Jeffrey K. Liker,"Liker, Jeffrey K.",Gary L. Convis,"=""0071780785""","=""9780071780780""",0,4.07,McGraw-Hill Companies,Hardcover,320,2011,2011,,2021/08/20,to-read,to-read (#27),to-read,,,,0,0
10127019,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Eric Ries,"Ries, Eric",,"=""0307887898""","=""9780307887894""",5,4.11,Currency,Hardcover,299,2011,2011,2019/07/28,2019/07/28,"business, favorites","business (#2), favorites (#6)",read,,,,2,0
29634529,TypeScript Deep Dive,Basarat Ali Syed,"Syed, Basarat Ali",,"=""""","=""""",4,3.67,,ebook,378,,,2020/07/02,2020/06/28,programming,programming (#6),read,,,,2,0
85009,Design Patterns: Elements of Reusable Object-Oriented Software,Erich Gamma,"Gamma, Erich","Grady Booch, Richard Helm, Ralph Johnson, John Vlissides","=""0201633612""","=""9780201633610""",0,4.19,Addison-Wesley Professional,Hardcover,416,1994,1994,,2020/03/16,"non-fiction, to-read","non-fiction (#5), to-read (#26)",to-read,,,,0,0
50705179,Numbers Don't Lie: 71 Things You Need to Know About the World,Vaclav Smil,"Smil, Vaclav",,"=""0241454417""","=""9780241454411""",0,3.85,Viking,Hardcover,384,2020,2020,,2021/08/09,to-read,to-read (#25),to-read,,,,0,0
2169661,The Search for Truth,Michael A. Singer,"Singer, Michael A.",,"=""0914374036""","=""9780914374039""",0,4.19,Shanti Publications,Paperback,153,1974,1974,,2021/07/16,to-read,to-read (#24),to-read,,,,0,0
796429,The Three Pillars of Zen,Philip Kapleau,"Kapleau, Philip",,"=""0385260938""","=""9780385260930""",0,4.07,Anchor,Paperback,480,1989,1965,,2021/07/14,to-read,to-read (#23),to-read,,,,0,0
34536488,Principles: Life and Work,Ray Dalio,"Dalio, Ray",Jeremy Bobb,"=""1508243247""","=""9781508243243""",5,4.12,Simon  Schuster Audio,Audio CD,592,2017,2017,2021/06/14,2020/02/20,business,business (#3),read,,,,1,0
387190,Test-Driven Development: By Example,Kent Beck,"Beck, Kent",,"=""0321146530""","=""9780321146533""",0,4.09,Addison-Wesley Professional,Paperback,216,2002,2002,,2021/04/14,to-read,to-read (#22),to-read,,,,0,0
3828382,Tribes: We Need You to Lead Us,Seth Godin,"Godin, Seth",,"=""1591842336""","=""9781591842330""",0,3.81,Portfolio,Hardcover,151,2008,2008,,2020/11/20,to-read,to-read (#21),to-read,,,,0,0
6828896,"Delivering Happiness: A Path to Profits, Passion, and Purpose",Tony Hsieh,"Hsieh, Tony",,"=""0446563048""","=""9780446563048""",0,4.03,Grand Central Publishing,Hardcover,246,2010,2010,,2020/11/20,to-read,to-read (#20),to-read,,,,0,0
18077903,"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration",Ed Catmull,"Catmull, Ed",Amy    Wallace,"=""0812993012""","=""9780812993011""",0,4.21,Random House,Hardcover,368,2014,2014,,2020/11/20,to-read,to-read (#19),to-read,,,,0,0
16071764,"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,"Sandberg, Sheryl",Nell Scovell,"=""0385349947""","=""9780385349949""",0,3.95,Knopf,Hardcover,217,2013,2013,,2020/11/20,to-read,to-read (#18),to-read,,,,0,0
368593,The 4-Hour Workweek,Timothy Ferriss,"Ferriss, Timothy",,"=""0307353133""","=""9780307353139""",0,3.92,Crown Business,ebook,308,2007,2007,,2020/11/20,to-read,to-read (#17),to-read,,,,0,0
17660462,The Everything Store: Jeff Bezos and the Age of Amazon,Brad Stone,"Stone, Brad",,"=""0316219266""","=""9780316219266""",0,4.14,"Little, Brown and Company",Hardcover,384,2013,2013,,2020/11/20,to-read,to-read (#16),to-read,,,,0,0
52200318,"The Great Mental Models, Volume 2: Physics, Chemistry and Biology",Shane Parrish,"Parrish, Shane",Rhiannon Beaubien,"=""1999449037""","=""9781999449032""",0,4.19,Latticework Publishing Inc.,Hardcover,397,2020,2019,,2020/11/17,to-read,to-read (#15),to-read,,,,0,0
53104184,Power Moves: Lessons from Davos,NOT A BOOK,"BOOK, NOT A",,"=""""","=""""",3,3.69,Audible Original,Audiobook,,2019,,,2020/11/17,,,read,,,,1,0
13614924,Mindset: How You Can Fulfil Your Potential,Carol S. Dweck,"Dweck, Carol S.",,"=""""","=""9781780332000""",5,4.09,Robinson,Paperback,301,2017,2006,2016/01/01,2020/10/12,"non-fiction, favorites","non-fiction (#6), favorites (#3)",read,,,,1,0
31948742,Born a Crime: Stories from a South African Childhood,Trevor Noah,"Noah, Trevor",,"=""""","=""""",0,4.49,Spiegel & Grau,Kindle Edition,264,2016,2016,,2020/05/29,to-read,to-read (#14),to-read,,,,0,0
18655793,Human JavaScript,Henrik Joreteg,"Joreteg, Henrik","Jenn   Turner, Amy Lynn Taylor, Jan Lehnardt","=""""","=""""",3,3.44,&yet,ebook,104,2013,2013,2020/05/30,2020/05/29,programming,programming (#5),read,"Good quick read, I will recommend it to my students, beginner friendly. Has some nice principles like refactor early and not being afraid to do so. Good introduction to getting you to think about state and view models.",,,1,0
44936,Refactoring: Improving the Design of Existing Code,Martin Fowler,"Fowler, Martin","Kent Beck, Don Roberts, Erich Gamma","=""0201485672""","=""9780201485677""",0,4.25,Addison-Wesley Professional,Hardcover,431,1999,1999,,2020/03/18,to-read,to-read (#13),to-read,,,,0,0
10361330,HTML and CSS: Design and Build Websites,Jon Duckett,"Duckett, Jon",,"=""1118008189""","=""9781118008188""",4,4.31,Wiley,Paperback,514,2011,2011,,2020/03/11,programming,programming (#4),read,,,,1,0
26032410,Domain-Driven Design in PHP,Carlos Buenosvinos,"Buenosvinos, Carlos","Christian Soronellas, Keyvan Akbary","=""""","=""""",5,4.44,,ebook,380,216,,,2020/03/11,programming,programming (#3),read,,,,1,0
4479421,PHP Object-Oriented Solutions,David Powers,"Powers, David",,"=""1430210117""","=""9781430210115""",3,3.88,Apress,Paperback,372,2008,2008,,2020/03/11,programming,programming (#2),read,,,,1,0
7107155,jQuery Cookbook: Solutions & Examples for jQuery Developers,Cody Lindley,"Lindley, Cody","Cody Lindley, jQuery Community Experts","=""0596159773""","=""9780596159771""",4,3.89,O'Reilly Media,Paperback,480,2009,2009,,2020/03/11,programming,programming (#1),read,,,,1,0
3539925,Mobile Web Design,Cameron Moll,"Moll, Cameron",,"=""0615185916""","=""9780615185910""",3,3.40,Cameron Moll,Paperback,108,2008,2007,,2020/03/11,non-fiction,non-fiction (#4),read,,,,1,0
13073411,Mobile Design Pattern Gallery: UI Patterns for Mobile Applications,Theresa Neil,"Neil, Theresa",,"=""1449314325""","=""9781449314323""",5,3.81,O'Reilly Media,Paperback,284,2012,2011,,2020/03/11,non-fiction,non-fiction (#3),read,,,,1,0
344733,Persuasive Technology: Using Computers to Change What We Think and Do,B.J. Fogg,"Fogg, B.J.",,"=""1558606432""","=""9781558606432""",4,3.84,Morgan Kaufmann Publishers,Paperback,312,2002,2002,,2020/03/11,non-fiction,non-fiction (#2),read,,,,1,0
12671770,Dodge & Twist: A Sequel To Oliver Twist,Tony Lee,"Lee, Tony",,"=""""","=""""",3,3.55,,Kindle Edition,228,,2011,2019/10/06,2020/03/08,,,read,,,,1,0
16256798,The One Thing: The Surprisingly Simple Truth Behind Extraordinary Results,Gary Keller,"Keller, Gary",Jay Papasan,"=""1885167776""","=""9781885167774""",3,4.13,Bard Press,Hardcover,240,2013,2012,2017/07/05,2020/03/08,,,read,,,,1,0
2612,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316346624""","=""9780316346627""",5,4.00,Time Warner Book Group,Paperback,301,2002,2000,2005/08/07,2020/03/08,,,read,,,,1,0
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316017922""","=""9780316017923""",5,4.19,"Little, Brown and Company",Hardcover,309,2008,2008,2014/04/07,2020/03/08,,,read,,,,1,0
40102,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,"Gladwell, Malcolm","Irina Henegar, Barry Fox","=""0316010669""","=""9780316010665""",5,3.96,Back Bay Books,Paperback,296,2007,2005,2010/07/05,2020/03/08,,,read,,,,1,0
15751404,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316204366""","=""9780316204361""",4,3.96,"Little, Brown and Company",Hardcover,305,2013,2013,2013/09/09,2020/03/08,,,read,,,,1,0
69571,"Rich Dad, Poor Dad",Robert T. Kiyosaki,"Kiyosaki, Robert T.",Sharon L. Lechter,"=""0751532711""","=""9780751532715""",4,4.12,Time Warner Books UK,Paperback,195,2007,1997,2014/02/04,2020/03/08,,,read,,,,1,0
81922,Rich Dad's Cashflow Quadrant: Rich Dad's Guide to Financial Freedom,Robert T. Kiyosaki,"Kiyosaki, Robert T.",Sharon L. Lechter,"=""0446677477""","=""9780446677479""",3,4.13,Business Plus,Paperback,376,2012,,2015/08/08,2020/03/08,,,read,,,,1,0
817589,Learn to Earn: A Beginner's Guide to the Basics of Investing and Business,Peter Lynch,"Lynch, Peter",John Rothchild,"=""0684811634""","=""9780684811635""",4,4.05,Simon  Schuster,Paperback,272,1996,1995,2005/09/09,2020/03/08,,,read,,,,1,0
830502,It,Stephen King,"King, Stephen",,"=""0450411435""","=""9780450411434""",5,4.25,New English Library,Paperback,1116,1987,1986,1998/10/06,2020/03/09,fiction,fiction (#1),read,,,,2,0
841724,Tom Clancy's Rainbow Six (Prima's Official Strategy Guides),Prima Publishing,"Publishing, Prima",,"=""0761523308""","=""9780761523307""",4,4.24,Prima Games,Paperback,136,1999,1999,2006/03/01,2020/03/09,fiction,fiction (#2),read,,,,1,0
968,"The Da Vinci Code (Robert Langdon, #2)",Dan Brown,"Brown, Dan",,"=""""","=""""",4,3.90,Anchor,Paperback,489,2006,2003,,2020/03/09,fiction,fiction (#3),read,,,,1,0
960,"Angels & Demons (Robert Langdon, #1)",Dan Brown,"Brown, Dan",,"=""1416524797""","=""9781416524793""",3,3.93,Pocket Books,Mass Market Paperback,736,2006,2000,,2020/03/09,,,read,,,,1,0
252577,"Angela's Ashes (Frank McCourt, #1)",Frank McCourt,"McCourt, Frank",,"=""0007205236""","=""9780007205233""",4,4.14,Harper Perennial,Paperback,452,2005,1996,,2020/03/09,,,read,,,,1,0
34427205,Win Bigly: Persuasion in a World Where Facts Don't Matter,Scott Adams,"Adams, Scott",,"=""0735219710""","=""9780735219717""",0,3.73,Portfolio Penguin,Hardcover,304,2017,2017,,2020/03/08,to-read,to-read (#12),to-read,,,,0,0
17859574,How to Fail at Almost Everything and Still Win Big: Kind of the Story of My Life,Scott Adams,"Adams, Scott",,"=""1591846919""","=""9781591846918""",0,4.05,Penguin Portfolio,Hardcover,248,2013,2013,,2020/03/08,to-read,to-read (#11),to-read,,,,0,0
22328546,"Red Queen (Red Queen, #1)",Victoria Aveyard,"Aveyard, Victoria",,"=""""","=""""",0,4.02,HarperTeen,Hardcover,388,2015,2015,,2020/03/08,to-read,to-read (#10),to-read,,,,0,0
36160513,"Bitcoin: 2 Books in 1 - The Concise Guide to Bitcoin and Blockchain - How To Make Money Online With Cryptocurrency (Bitcoin, Blockchain, Cryptocurrency)",T.J. Richmond,"Richmond, T.J.",,"=""""","=""""",3,4.00,,Kindle Edition,135,2017,,,2020/03/08,,,read,,,,1,0
51210419,The Man Who Knew The Way to the Moon,Todd Zwillich,"Zwillich, Todd",Angelo Di Loreto,"=""""","=""""",3,3.83,Audible Studios,Audible Audio,5,2019,2019,,2020/03/08,,,read,,,,1,0
119760,The Seat of the Soul,Gary Zukav,"Zukav, Gary",,"=""0684865181""","=""9780684865188""",5,4.01,Simon & Schuster,Hardcover,256,2012,1989,,2020/02/20,spiritual,spiritual (#1),read,,,,1,0
28014216,The Nordic Theory of Everything: In Search of a Better Life,Anu  Partanen,"Partanen, Anu",,"=""0062316567""","=""9780062316561""",0,3.86,Harper,ebook,448,2016,2016,,2019/12/30,to-read,to-read (#9),to-read,,,,0,0
7237139,The New Common Denominator of Success,Albert E.N. Gray,"Gray, Albert E.N.",,"=""1933715731""","=""9781933715735""",0,4.32,Executive Books,Paperback,43,2008,2008,,2019/10/20,to-read,to-read (#8),to-read,,,,0,0
29974755,The Leader's Guide,Eric Ries,"Ries, Eric",,"=""""","=""8881458671234""",0,4.14,,ebook,367,2016,,,2019/07/29,to-read,to-read (#7),to-read,,,,0,0
583785,The Systems Bible: The Beginner's Guide to Systems Large and Small: Being the Third Edition of Systemantics,John Gall,"Gall, John",,"=""0961825170""","=""9780961825171""",0,3.98,General Systemantics Press,Hardcover,314,2002,1977,,2019/03/20,to-read,to-read (#6),to-read,,,,0,0
37976541,Bad Blood: Secrets and Lies in a Silicon Valley Startup,John Carreyrou,"Carreyrou, John",,"=""""","=""""",0,4.41,Knopf Publishing Group,Hardcover,339,2018,2018,,2019/01/06,to-read,to-read (#5),to-read,,,,0,0
12605157,"The $100 Startup: Reinvent the Way You Make a Living, Do What You Love, and Create a New Future",Chris Guillebeau,"Guillebeau, Chris",,"=""0307951529""","=""9780307951526""",0,3.87,Crown Business,Hardcover,268,2012,2012,,2019/01/06,to-read,to-read (#4),to-read,,,,0,0
6732019,Rework,Jason Fried,"Fried, Jason",David Heinemeier Hansson,"=""0307463745""","=""9780307463746""",0,3.97,Crown Business,Hardcover,279,2010,2010,,2018/05/02,to-read,to-read (#3),to-read,,,,0,0
30317415,"Stealing Fire: How Silicon Valley, the Navy SEALs, and Maverick Scientists Are Revolutionizing the Way We Live and Work",Steven Kotler,"Kotler, Steven",Jamie Wheal,"=""0062429671""","=""9780062429674""",0,3.95,Dey Street Books,ebook,304,2017,2017,,2018/04/18,to-read,to-read (#2),to-read,,,,0,0
23215733,"The Software Craftsman: Professionalism, Pragmatism, Pride",Sandro Mancuso,"Mancuso, Sandro",,"=""0134052501""","=""9780134052502""",0,4.32,Pearson,Paperback,288,2014,2014,,2016/09/24,to-read,to-read (#1),to-read,,,,0,0
